Brand,Processor,RAM (GB),Storage Type,Storage Size,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Price Category
MSI,AMD Ryzen 7,8,SSD,1024.0,Nvidia RTX 2060,16.0,1920x1080,9.4,2.14,FreeDOS,1680.04,High-End
Samsung,AMD Ryzen 5,16,SSD,256.0,Integrated,15.6,3840x2160,4.5,2.61,FreeDOS,1427.56,Mid-End
Asus,AMD Ryzen 9,8,SSD,1024.0,Nvidia RTX 3060,13.3,3840x2160,9.7,2.19,FreeDOS,2829.84,High-End
Microsoft,Intel i9,32,SSD,256.0,Nvidia RTX 2060,15.6,3840x2160,4.0,2.69,Windows,4926.48,Luxury
Dell,AMD Ryzen 9,64,SSD,1024.0,AMD Radeon RX 6800,17.3,2560x1440,10.0,2.49,Windows,5468.61,Luxury
Apple,AMD Ryzen 7,64,SSD,512.0,Nvidia GTX 1650,16.0,3840x2160,7.1,2.78,Windows,8176.3,Luxury
Apple,Intel i7,32,SSD,2048.0,Integrated,16.0,3840x2160,11.6,3.22,macOS,3708.88,Luxury
Apple,Intel i7,16,SSD,512.0,Nvidia RTX 3080,14.0,2560x1440,9.0,2.44,macOS,2807.48,High-End
Microsoft,Intel i5,4,HDD,1024.0,Integrated,14.0,3840x2160,10.3,2.42,FreeDOS,799.42,Low-End
HP,AMD Ryzen 5,64,SSD,1024.0,Nvidia RTX 3060,14.0,1920x1080,7.3,1.89,Linux,2272.25,High-End
Lenovo,AMD Ryzen 9,4,SSD,512.0,Nvidia GTX 1650,17.3,3840x2160,9.5,2.35,Linux,2670.9,High-End
Razer,AMD Ryzen 3,4,SSD,512.0,Integrated,13.3,2560x1440,5.5,3.33,FreeDOS,877.74,Mid-End
Microsoft,AMD Ryzen 7,16,SSD,512.0,Nvidia RTX 3080,16.0,1366x768,9.3,2.86,macOS,1268.61,Mid-End
Lenovo,AMD Ryzen 3,64,SSD,256.0,Nvidia GTX 1650,17.3,3840x2160,7.8,2.28,Windows,3471.43,Luxury
HP,Intel i3,8,SSD,512.0,Nvidia RTX 2060,15.6,1366x768,10.9,1.73,FreeDOS,853.3,Mid-End
Dell,AMD Ryzen 3,16,HDD,1024.0,Nvidia GTX 1650,16.0,1920x1080,7.9,2.11,Linux,1060.59,Mid-End
Apple,Intel i9,8,HDD,1024.0,Nvidia GTX 1650,15.6,1366x768,6.0,2.96,Linux,1787.99,High-End
Samsung,AMD Ryzen 5,64,SSD,1024.0,Nvidia GTX 1650,15.6,3840x2160,8.7,3.32,Windows,4258.92,Luxury
Samsung,Intel i7,8,SSD,512.0,Nvidia RTX 3060,16.0,1920x1080,9.9,2.21,Windows,1271.79,Mid-End
Apple,Intel i9,4,SSD,1024.0,AMD Radeon RX 6600,14.0,2560x1440,7.7,2.02,Windows,2913.47,High-End
Microsoft,Intel i7,4,HDD,1024.0,AMD Radeon RX 6800,16.0,3840x2160,11.3,1.83,macOS,1689.61,High-End
Samsung,AMD Ryzen 9,8,SSD,2048.0,AMD Radeon RX 6800,15.6,3840x2160,6.9,1.3,Windows,3122.72,Luxury
Samsung,Intel i7,32,HDD,1024.0,Integrated,16.0,2560x1440,11.7,1.86,Windows,1581.39,High-End
Dell,AMD Ryzen 9,8,HDD,1024.0,Nvidia RTX 3060,13.3,2560x1440,6.5,3.24,Windows,1630.16,High-End
Apple,AMD Ryzen 3,16,SSD,2048.0,Nvidia RTX 2060,13.3,3840x2160,9.8,2.42,FreeDOS,2553.52,High-End
Samsung,AMD Ryzen 7,64,SSD,1024.0,AMD Radeon RX 6800,15.6,1920x1080,5.7,2.95,FreeDOS,3141.29,Luxury
Dell,Intel i9,4,SSD,512.0,AMD Radeon RX 6600,17.3,2560x1440,10.3,1.32,macOS,2123.47,High-End
Asus,AMD Ryzen 9,16,SSD,1024.0,Integrated,17.3,1366x768,10.4,3.26,FreeDOS,1213.11,Mid-End
HP,Intel i5,16,SSD,2048.0,AMD Radeon RX 6600,15.6,1366x768,7.8,2.96,Linux,979.23,Mid-End
HP,Intel i9,64,SSD,512.0,AMD Radeon RX 6600,15.6,1366x768,8.5,2.36,macOS,3470.31,Luxury
Acer,AMD Ryzen 7,16,SSD,256.0,AMD Radeon RX 6800,15.6,1366x768,6.8,2.6,Linux,1377.68,Mid-End
Acer,AMD Ryzen 7,16,SSD,2048.0,Nvidia GTX 1650,14.0,1366x768,4.3,2.67,Linux,1207.75,Mid-End
Dell,AMD Ryzen 3,64,SSD,512.0,AMD Radeon RX 6600,14.0,2560x1440,11.3,1.45,Windows,2565.14,High-End
Lenovo,AMD Ryzen 9,32,SSD,1024.0,AMD Radeon RX 6800,16.0,1920x1080,6.9,2.57,Windows,2759.91,High-End
MSI,Intel i3,32,SSD,1024.0,AMD Radeon RX 6600,13.3,2560x1440,11.2,3.24,macOS,2125.95,High-End
Asus,AMD Ryzen 3,8,SSD,2048.0,Nvidia RTX 3080,16.0,1366x768,6.0,2.38,macOS,782.32,Low-End
MSI,Intel i9,16,SSD,2048.0,Nvidia RTX 3080,15.6,3840x2160,11.4,1.63,Linux,4724.41,Luxury
Dell,Intel i9,32,SSD,2048.0,Nvidia GTX 1650,15.6,1366x768,8.4,2.96,macOS,2448.59,High-End
MSI,Intel i3,8,HDD,1024.0,Nvidia RTX 3080,17.3,2560x1440,9.7,2.05,Windows,1386.72,Mid-End
HP,AMD Ryzen 5,32,SSD,512.0,AMD Radeon RX 6600,17.3,2560x1440,10.4,1.45,Linux,2169.01,High-End
Acer,AMD Ryzen 3,4,SSD,2048.0,Nvidia RTX 3060,13.3,1366x768,6.5,1.3,macOS,613.68,Low-End
Samsung,Intel i7,8,HDD,1024.0,Nvidia RTX 3060,16.0,1366x768,6.0,2.55,Linux,909.07,Mid-End
Asus,AMD Ryzen 3,32,SSD,512.0,AMD Radeon RX 6600,16.0,1366x768,8.2,2.14,Windows,1182.91,Mid-End
Acer,AMD Ryzen 5,8,SSD,512.0,AMD Radeon RX 6800,14.0,1366x768,4.2,1.66,FreeDOS,860.66,Mid-End
Apple,Intel i3,4,SSD,2048.0,AMD Radeon RX 6800,13.3,2560x1440,6.7,1.65,macOS,1565.31,High-End
HP,Intel i7,4,SSD,256.0,Nvidia RTX 3060,16.0,2560x1440,6.8,3.14,macOS,1524.68,High-End
HP,AMD Ryzen 5,16,SSD,256.0,Integrated,14.0,3840x2160,8.5,3.42,FreeDOS,1391.46,Mid-End
Apple,AMD Ryzen 9,32,SSD,512.0,Nvidia RTX 2060,17.3,2560x1440,10.5,2.03,Windows,5468.52,Luxury
Lenovo,AMD Ryzen 9,32,SSD,256.0,Nvidia RTX 3060,16.0,3840x2160,11.4,3.16,Windows,4857.06,Luxury
Razer,Intel i5,4,HDD,1024.0,AMD Radeon RX 6600,17.3,1366x768,8.6,1.92,Windows,895.06,Mid-End
Microsoft,AMD Ryzen 5,64,SSD,512.0,AMD Radeon RX 6600,16.0,1366x768,5.8,2.16,Windows,2243.25,High-End
HP,Intel i7,16,SSD,1024.0,Nvidia RTX 3080,15.6,3840x2160,9.5,3.45,macOS,2821.55,High-End
HP,AMD Ryzen 5,64,SSD,2048.0,AMD Radeon RX 6800,13.3,1920x1080,4.1,1.34,FreeDOS,2312.18,High-End
Razer,AMD Ryzen 7,8,SSD,256.0,Nvidia RTX 2060,13.3,3840x2160,4.6,1.71,macOS,2744.78,High-End
Razer,Intel i3,32,HDD,1024.0,Nvidia RTX 2060,15.6,1366x768,5.4,1.83,Windows,1452.51,Mid-End
Apple,AMD Ryzen 5,16,SSD,256.0,Nvidia RTX 3080,13.3,1366x768,8.6,2.54,Windows,1480.13,Mid-End
Apple,AMD Ryzen 5,32,SSD,256.0,Nvidia GTX 1650,16.0,3840x2160,10.5,1.37,macOS,4243.07,Luxury
Samsung,Intel i3,32,SSD,1024.0,Nvidia RTX 3080,13.3,2560x1440,10.7,2.22,FreeDOS,1524.0,High-End
Acer,AMD Ryzen 5,8,SSD,1024.0,Nvidia GTX 1650,16.0,1920x1080,7.9,1.34,Windows,1161.61,Mid-End
Acer,AMD Ryzen 3,4,SSD,256.0,Nvidia GTX 1650,14.0,1366x768,11.5,3.04,macOS,615.76,Low-End
HP,AMD Ryzen 3,32,SSD,2048.0,Nvidia RTX 3080,17.3,1920x1080,6.3,2.89,macOS,1495.28,Mid-End
Asus,Intel i7,8,SSD,2048.0,AMD Radeon RX 6600,13.3,3840x2160,5.3,2.36,macOS,2063.76,High-End
MSI,AMD Ryzen 5,32,SSD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,5.5,1.4,macOS,2866.75,High-End
Apple,Intel i5,8,SSD,2048.0,AMD Radeon RX 6800,17.3,3840x2160,5.3,1.21,Linux,2809.99,High-End
MSI,Intel i3,32,SSD,2048.0,Nvidia RTX 3060,17.3,1920x1080,5.9,2.28,macOS,1982.64,High-End
Razer,AMD Ryzen 9,8,SSD,2048.0,AMD Radeon RX 6600,15.6,2560x1440,7.8,2.06,macOS,3104.07,Luxury
Samsung,Intel i9,64,SSD,2048.0,Nvidia RTX 3060,13.3,1366x768,8.9,3.48,Linux,3146.33,Luxury
HP,Intel i3,4,SSD,2048.0,Nvidia RTX 2060,16.0,3840x2160,6.4,2.83,FreeDOS,1438.29,Mid-End
Apple,AMD Ryzen 3,16,SSD,1024.0,Nvidia RTX 2060,15.6,3840x2160,6.5,1.51,Linux,2707.09,High-End
Asus,Intel i5,8,SSD,2048.0,AMD Radeon RX 6600,17.3,1366x768,5.3,1.89,FreeDOS,1018.28,Mid-End
Razer,AMD Ryzen 7,4,SSD,2048.0,Nvidia GTX 1650,15.6,2560x1440,5.5,2.92,Windows,2063.07,High-End
Asus,AMD Ryzen 9,4,SSD,256.0,Nvidia RTX 3060,17.3,3840x2160,10.6,1.99,macOS,2606.11,High-End
MSI,Intel i5,4,SSD,1024.0,AMD Radeon RX 6600,17.3,1366x768,11.8,1.39,FreeDOS,1224.69,Mid-End
MSI,AMD Ryzen 7,32,SSD,512.0,AMD Radeon RX 6600,15.6,2560x1440,10.3,1.3,Windows,3421.31,Luxury
Acer,Intel i5,32,SSD,2048.0,Nvidia RTX 3080,13.3,1920x1080,5.7,3.03,FreeDOS,1468.75,Mid-End
MSI,Intel i3,8,SSD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,4.0,2.91,FreeDOS,1554.8,High-End
MSI,Intel i9,32,SSD,256.0,Integrated,16.0,1920x1080,5.5,2.87,macOS,2412.35,High-End
MSI,AMD Ryzen 9,64,SSD,2048.0,AMD Radeon RX 6600,13.3,1366x768,8.0,2.54,Linux,4349.04,Luxury
Samsung,AMD Ryzen 9,4,SSD,512.0,Nvidia RTX 3080,14.0,3840x2160,9.0,2.9,FreeDOS,2337.03,High-End
Apple,Intel i3,16,SSD,256.0,Integrated,16.0,1920x1080,11.3,1.26,Linux,1164.06,Mid-End
MSI,Intel i7,16,HDD,1024.0,Nvidia RTX 3080,14.0,3840x2160,7.3,3.03,FreeDOS,2602.7,High-End
HP,AMD Ryzen 9,8,SSD,512.0,AMD Radeon RX 6600,14.0,1920x1080,10.1,3.05,FreeDOS,1630.37,High-End
Microsoft,Intel i5,4,SSD,2048.0,AMD Radeon RX 6600,15.6,2560x1440,10.6,2.03,Linux,1205.82,Mid-End
Samsung,Intel i5,64,SSD,2048.0,AMD Radeon RX 6600,13.3,1366x768,11.8,2.55,Windows,1946.01,High-End
Samsung,AMD Ryzen 3,64,SSD,1024.0,Nvidia RTX 3080,15.6,1920x1080,6.3,2.83,Windows,2048.77,High-End
MSI,Intel i3,64,SSD,2048.0,Integrated,17.3,3840x2160,11.9,1.49,Windows,3152.61,Luxury
Razer,AMD Ryzen 3,8,SSD,256.0,Nvidia GTX 1650,16.0,3840x2160,6.5,2.31,Windows,2275.15,High-End
Lenovo,AMD Ryzen 3,32,HDD,1024.0,Integrated,17.3,1366x768,5.3,2.48,macOS,806.03,Mid-End
Asus,Intel i7,4,SSD,1024.0,Nvidia GTX 1650,16.0,3840x2160,10.6,2.26,FreeDOS,1938.4,High-End
Acer,Intel i7,16,SSD,2048.0,Nvidia GTX 1650,13.3,2560x1440,6.3,2.11,Linux,1970.36,High-End
Dell,AMD Ryzen 3,8,SSD,1024.0,Integrated,17.3,1366x768,6.8,2.04,Linux,572.99,Low-End
MSI,Intel i7,16,SSD,2048.0,Nvidia RTX 3060,14.0,2560x1440,4.2,1.32,Windows,2324.19,High-End
Asus,AMD Ryzen 9,64,SSD,1024.0,Nvidia RTX 2060,14.0,1920x1080,9.5,3.32,Windows,3791.19,Luxury
Razer,Intel i9,64,SSD,2048.0,Nvidia RTX 3060,17.3,2560x1440,10.0,2.03,macOS,7636.32,Luxury
HP,AMD Ryzen 9,4,SSD,512.0,Nvidia RTX 3080,13.3,2560x1440,4.7,3.49,FreeDOS,1757.13,High-End
Apple,Intel i9,64,SSD,1024.0,Integrated,17.3,3840x2160,10.0,3.44,macOS,7184.8,Luxury
Lenovo,Intel i7,8,HDD,1024.0,AMD Radeon RX 6800,13.3,1366x768,5.5,2.02,Linux,774.97,Low-End
Microsoft,Intel i3,32,HDD,1024.0,AMD Radeon RX 6800,15.6,1920x1080,11.9,1.64,Windows,1118.49,Mid-End
Dell,Intel i3,4,HDD,1024.0,Integrated,13.3,1920x1080,10.6,1.27,Windows,413.19,Low-End
MSI,Intel i9,4,HDD,1024.0,AMD Radeon RX 6800,16.0,3840x2160,8.7,3.13,Linux,2971.85,High-End
HP,Intel i5,4,SSD,256.0,Nvidia RTX 3060,15.6,2560x1440,6.5,1.63,macOS,1295.41,Mid-End
Dell,AMD Ryzen 7,64,SSD,2048.0,Integrated,14.0,3840x2160,4.5,3.31,Windows,3191.44,Luxury
Dell,Intel i5,32,SSD,1024.0,Nvidia GTX 1650,17.3,2560x1440,4.7,1.55,FreeDOS,2046.84,High-End
HP,AMD Ryzen 5,8,HDD,1024.0,Nvidia GTX 1650,16.0,2560x1440,8.1,3.19,Windows,1182.19,Mid-End
Lenovo,Intel i7,8,SSD,512.0,Nvidia RTX 2060,16.0,1920x1080,9.4,3.24,FreeDOS,1289.11,Mid-End
Lenovo,AMD Ryzen 3,64,SSD,512.0,Nvidia GTX 1650,14.0,2560x1440,9.2,2.73,FreeDOS,2465.27,High-End
MSI,AMD Ryzen 3,64,SSD,256.0,Integrated,13.3,3840x2160,5.5,1.29,Linux,2858.97,High-End
Acer,Intel i5,8,SSD,512.0,Nvidia RTX 3060,17.3,1366x768,6.4,3.18,Windows,922.25,Mid-End
Razer,Intel i3,4,SSD,512.0,Nvidia GTX 1650,16.0,3840x2160,8.9,2.05,macOS,2026.5,High-End
HP,Intel i5,4,SSD,256.0,Integrated,15.6,3840x2160,7.9,2.88,FreeDOS,1115.47,Mid-End
Samsung,AMD Ryzen 7,4,SSD,256.0,AMD Radeon RX 6800,15.6,3840x2160,11.4,2.65,Linux,2184.48,High-End
Dell,AMD Ryzen 3,16,HDD,1024.0,Nvidia GTX 1650,16.0,2560x1440,11.0,2.38,Windows,1121.82,Mid-End
Microsoft,Intel i7,16,HDD,1024.0,AMD Radeon RX 6800,15.6,1366x768,10.1,2.47,Linux,1284.67,Mid-End
HP,Intel i5,8,SSD,1024.0,Nvidia GTX 1650,17.3,3840x2160,11.2,1.53,Windows,1797.25,High-End
Samsung,AMD Ryzen 3,32,SSD,512.0,Nvidia RTX 3080,13.3,1366x768,6.2,2.33,Linux,1063.8,Mid-End
Razer,AMD Ryzen 7,16,SSD,256.0,Integrated,13.3,3840x2160,8.6,3.11,FreeDOS,2174.64,High-End
HP,AMD Ryzen 7,16,SSD,2048.0,Nvidia RTX 3060,14.0,3840x2160,9.1,1.67,FreeDOS,2351.32,High-End
Acer,AMD Ryzen 9,64,HDD,1024.0,AMD Radeon RX 6600,15.6,2560x1440,5.0,3.41,macOS,4548.6,Luxury
MSI,AMD Ryzen 9,4,SSD,512.0,AMD Radeon RX 6600,15.6,1920x1080,6.1,3.33,Windows,2264.67,High-End
Lenovo,Intel i3,4,SSD,1024.0,Nvidia RTX 3060,15.6,3840x2160,8.9,1.99,Windows,1356.24,Mid-End
Samsung,AMD Ryzen 3,8,SSD,512.0,Nvidia RTX 3060,16.0,1366x768,8.8,1.7,FreeDOS,681.2,Low-End
Asus,AMD Ryzen 5,32,SSD,2048.0,Nvidia RTX 3080,17.3,1366x768,6.1,3.11,Windows,1507.3,High-End
Asus,Intel i5,8,SSD,2048.0,Nvidia RTX 2060,13.3,2560x1440,8.0,1.59,Windows,1314.59,Mid-End
Asus,Intel i9,64,SSD,1024.0,Nvidia RTX 3080,17.3,1366x768,7.1,1.46,macOS,3717.81,Luxury
Razer,Intel i5,64,SSD,2048.0,Integrated,13.3,1920x1080,5.4,2.07,Windows,2091.45,High-End
MSI,Intel i7,4,SSD,512.0,Nvidia RTX 3060,16.0,3840x2160,8.6,3.21,Linux,2765.24,High-End
Microsoft,AMD Ryzen 5,16,SSD,2048.0,Nvidia RTX 2060,16.0,3840x2160,9.7,2.4,Linux,2300.43,High-End
HP,Intel i9,8,HDD,1024.0,Nvidia RTX 2060,17.3,1920x1080,11.1,2.58,FreeDOS,1525.18,High-End
MSI,AMD Ryzen 3,32,HDD,1024.0,Nvidia RTX 2060,17.3,2560x1440,11.2,2.73,FreeDOS,1938.02,High-End
Acer,AMD Ryzen 3,4,SSD,256.0,Integrated,14.0,1920x1080,7.7,3.47,macOS,616.91,Low-End
Microsoft,AMD Ryzen 9,64,SSD,1024.0,AMD Radeon RX 6800,14.0,3840x2160,10.6,1.64,Windows,6448.18,Luxury
Acer,AMD Ryzen 3,32,HDD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,10.4,1.7,macOS,1539.89,High-End
Samsung,AMD Ryzen 3,64,SSD,1024.0,Nvidia RTX 3060,15.6,1366x768,6.7,2.75,Windows,1777.56,High-End
Lenovo,Intel i3,8,SSD,512.0,AMD Radeon RX 6800,13.3,1366x768,9.3,2.61,FreeDOS,577.09,Low-End
Dell,Intel i9,4,SSD,256.0,Nvidia RTX 3060,13.3,1920x1080,4.2,3.27,FreeDOS,1561.8,High-End
MSI,AMD Ryzen 3,16,SSD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,6.6,2.47,Linux,1716.41,High-End
Microsoft,AMD Ryzen 7,4,SSD,1024.0,Nvidia RTX 2060,16.0,3840x2160,8.2,3.2,Windows,2094.2,High-End
MSI,Intel i9,8,SSD,1024.0,Nvidia GTX 1650,13.3,1920x1080,8.8,3.12,Linux,2256.12,High-End
Apple,AMD Ryzen 5,16,SSD,512.0,AMD Radeon RX 6800,16.0,1366x768,10.6,1.81,FreeDOS,1645.78,High-End
Asus,Intel i3,4,SSD,256.0,Nvidia RTX 2060,14.0,2560x1440,6.4,2.84,Windows,814.62,Mid-End
Samsung,AMD Ryzen 5,8,SSD,1024.0,Nvidia RTX 3060,17.3,1920x1080,4.3,3.33,Linux,1174.45,Mid-End
Apple,AMD Ryzen 3,64,SSD,2048.0,AMD Radeon RX 6800,14.0,1920x1080,7.6,2.25,Linux,3047.34,Luxury
Apple,Intel i9,32,SSD,1024.0,AMD Radeon RX 6600,14.0,1920x1080,5.9,1.24,Linux,3901.67,Luxury
Lenovo,AMD Ryzen 7,32,SSD,256.0,Nvidia RTX 2060,16.0,1920x1080,10.3,1.81,FreeDOS,2271.85,High-End
Samsung,Intel i3,8,SSD,256.0,Nvidia RTX 3060,13.3,2560x1440,9.3,2.17,FreeDOS,1062.37,Mid-End
Lenovo,Intel i3,64,SSD,1024.0,Nvidia GTX 1650,15.6,3840x2160,11.0,1.84,macOS,3577.34,Luxury
Acer,AMD Ryzen 5,8,SSD,256.0,Integrated,14.0,1366x768,4.2,2.0,FreeDOS,611.93,Low-End
Acer,Intel i5,16,SSD,1024.0,AMD Radeon RX 6600,16.0,3840x2160,5.6,1.45,macOS,2206.71,High-End
MSI,Intel i5,16,SSD,2048.0,Nvidia GTX 1650,14.0,3840x2160,8.7,2.05,Windows,2707.83,High-End
Microsoft,Intel i9,4,SSD,512.0,AMD Radeon RX 6800,16.0,3840x2160,6.1,2.16,Linux,2699.18,High-End
Samsung,AMD Ryzen 3,64,SSD,256.0,Nvidia RTX 3080,13.3,3840x2160,5.1,1.31,Windows,3188.65,Luxury
Acer,Intel i5,4,SSD,256.0,Nvidia RTX 3060,17.3,1366x768,7.0,2.57,macOS,994.95,Mid-End
Apple,Intel i3,32,SSD,2048.0,Nvidia RTX 3080,14.0,1920x1080,6.4,2.46,FreeDOS,2105.29,High-End
HP,AMD Ryzen 7,4,HDD,1024.0,Nvidia RTX 2060,13.3,1920x1080,10.2,1.47,FreeDOS,950.52,Mid-End
Dell,Intel i9,32,SSD,512.0,Nvidia RTX 2060,16.0,1366x768,5.6,1.85,Linux,2370.21,High-End
Dell,Intel i7,32,SSD,512.0,Nvidia RTX 3080,15.6,1366x768,6.5,2.38,macOS,1883.16,High-End
Samsung,Intel i3,16,SSD,512.0,Nvidia RTX 3060,16.0,2560x1440,11.9,3.42,FreeDOS,1448.9,Mid-End
Asus,AMD Ryzen 9,64,HDD,1024.0,AMD Radeon RX 6600,17.3,1366x768,6.0,1.63,FreeDOS,2962.88,High-End
Microsoft,AMD Ryzen 5,64,SSD,2048.0,Nvidia RTX 3060,14.0,1366x768,8.4,2.69,Windows,1889.89,High-End
Acer,Intel i3,4,SSD,2048.0,Nvidia GTX 1650,13.3,3840x2160,4.0,2.97,FreeDOS,1188.02,Mid-End
Dell,Intel i3,32,HDD,1024.0,Nvidia RTX 3060,14.0,3840x2160,10.5,2.52,Windows,1831.84,High-End
Samsung,AMD Ryzen 3,32,HDD,1024.0,Nvidia RTX 2060,16.0,1920x1080,7.4,2.34,FreeDOS,1320.15,Mid-End
MSI,AMD Ryzen 3,16,SSD,256.0,Nvidia RTX 2060,17.3,3840x2160,10.6,3.1,FreeDOS,2469.28,High-End
HP,AMD Ryzen 5,4,SSD,256.0,Integrated,17.3,1366x768,4.2,1.2,Linux,713.56,Low-End
Razer,AMD Ryzen 3,4,SSD,256.0,Nvidia RTX 3060,14.0,1920x1080,9.1,2.39,Windows,1198.56,Mid-End
Dell,Intel i5,64,SSD,2048.0,Nvidia RTX 3060,13.3,3840x2160,8.5,2.17,macOS,3807.45,Luxury
Microsoft,AMD Ryzen 5,8,SSD,1024.0,AMD Radeon RX 6800,14.0,1920x1080,5.9,3.44,Windows,1152.27,Mid-End
Dell,Intel i5,4,SSD,2048.0,Nvidia RTX 3060,15.6,2560x1440,7.5,1.25,Windows,1365.08,Mid-End
Lenovo,AMD Ryzen 9,64,SSD,256.0,AMD Radeon RX 6600,16.0,1920x1080,10.4,3.46,macOS,4371.16,Luxury
MSI,Intel i9,8,SSD,2048.0,Nvidia GTX 1650,16.0,3840x2160,7.7,2.1,Linux,4046.58,Luxury
MSI,AMD Ryzen 9,4,SSD,1024.0,Nvidia GTX 1650,17.3,2560x1440,4.3,2.26,FreeDOS,2762.02,High-End
Samsung,Intel i5,8,SSD,2048.0,Nvidia RTX 2060,16.0,1366x768,11.7,1.37,macOS,807.13,Mid-End
Apple,AMD Ryzen 5,4,SSD,512.0,AMD Radeon RX 6600,15.6,3840x2160,10.7,2.22,macOS,2497.33,High-End
Razer,AMD Ryzen 5,64,SSD,1024.0,AMD Radeon RX 6600,14.0,1366x768,8.9,2.56,macOS,2840.29,High-End
Dell,Intel i9,32,SSD,256.0,Nvidia RTX 3060,16.0,1366x768,11.4,3.19,FreeDOS,2317.33,High-End
Lenovo,Intel i5,64,SSD,1024.0,AMD Radeon RX 6800,14.0,3840x2160,11.8,2.16,Windows,4063.59,Luxury
Asus,Intel i7,16,SSD,1024.0,Nvidia RTX 3060,13.3,3840x2160,4.1,1.26,Windows,2526.03,High-End
Lenovo,Intel i3,64,SSD,2048.0,Nvidia GTX 1650,15.6,1920x1080,6.0,1.83,macOS,2314.78,High-End
Razer,AMD Ryzen 5,64,SSD,512.0,AMD Radeon RX 6600,15.6,1366x768,4.3,2.53,macOS,2994.23,High-End
Razer,Intel i5,32,SSD,256.0,Integrated,17.3,1366x768,5.4,1.56,Windows,1475.54,Mid-End
Razer,AMD Ryzen 5,8,SSD,2048.0,Integrated,14.0,1920x1080,5.0,2.66,Windows,1071.5,Mid-End
Lenovo,Intel i5,32,SSD,512.0,AMD Radeon RX 6800,17.3,1366x768,4.6,1.57,Windows,1592.28,High-End
Lenovo,AMD Ryzen 3,8,SSD,2048.0,Nvidia RTX 3080,15.6,3840x2160,10.5,2.69,Linux,1618.94,High-End
MSI,AMD Ryzen 3,64,HDD,1024.0,Nvidia RTX 2060,13.3,1366x768,11.0,2.32,Windows,1790.15,High-End
Samsung,AMD Ryzen 3,4,SSD,2048.0,AMD Radeon RX 6800,17.3,1366x768,5.6,1.27,macOS,664.05,Low-End
MSI,Intel i9,16,HDD,1024.0,AMD Radeon RX 6800,15.6,3840x2160,5.7,2.38,FreeDOS,4041.46,Luxury
Dell,AMD Ryzen 9,16,SSD,512.0,Integrated,13.3,1366x768,7.6,1.53,FreeDOS,1155.67,Mid-End
Apple,Intel i7,32,HDD,1024.0,Nvidia RTX 3060,14.0,3840x2160,5.3,1.55,Linux,4229.27,Luxury
HP,AMD Ryzen 9,32,SSD,512.0,Nvidia RTX 3060,14.0,2560x1440,9.9,2.24,Windows,3315.03,Luxury
MSI,AMD Ryzen 3,4,SSD,1024.0,Nvidia RTX 3080,16.0,1366x768,8.3,2.96,macOS,799.54,Low-End
Samsung,Intel i5,16,SSD,512.0,Nvidia RTX 2060,14.0,1366x768,8.6,1.71,Windows,898.5,Mid-End
Apple,AMD Ryzen 3,16,SSD,1024.0,Nvidia RTX 2060,17.3,1920x1080,11.4,1.88,FreeDOS,1556.3,High-End
Apple,AMD Ryzen 5,8,SSD,2048.0,Nvidia RTX 3060,14.0,1366x768,6.9,1.39,Windows,1129.01,Mid-End
Samsung,AMD Ryzen 9,64,SSD,1024.0,Nvidia GTX 1650,16.0,1366x768,8.4,2.38,Linux,3708.38,Luxury
HP,Intel i3,16,SSD,512.0,AMD Radeon RX 6800,16.0,1366x768,11.1,2.11,FreeDOS,1060.99,Mid-End
Lenovo,AMD Ryzen 7,4,SSD,1024.0,Nvidia GTX 1650,17.3,1366x768,8.3,1.33,FreeDOS,1190.03,Mid-End
Samsung,Intel i5,16,HDD,1024.0,Nvidia GTX 1650,15.6,3840x2160,5.3,3.2,FreeDOS,1865.94,High-End
Lenovo,AMD Ryzen 7,16,SSD,512.0,Nvidia GTX 1650,15.6,1366x768,8.7,2.57,macOS,1347.63,Mid-End
Acer,AMD Ryzen 5,64,SSD,1024.0,AMD Radeon RX 6800,13.3,1366x768,6.2,1.61,FreeDOS,2005.83,High-End
Dell,AMD Ryzen 9,8,SSD,1024.0,Nvidia RTX 2060,13.3,1920x1080,11.2,2.28,macOS,1766.37,High-End
HP,Intel i3,16,SSD,512.0,Nvidia RTX 3080,15.6,1920x1080,9.9,3.3,macOS,1184.7,Mid-End
Samsung,AMD Ryzen 7,32,SSD,512.0,Nvidia RTX 2060,14.0,1920x1080,11.6,3.26,FreeDOS,1895.05,High-End
Samsung,Intel i3,64,SSD,256.0,Nvidia RTX 3060,13.3,1366x768,10.9,2.9,FreeDOS,1553.35,High-End
Apple,AMD Ryzen 5,32,HDD,1024.0,Nvidia RTX 2060,15.6,2560x1440,8.4,3.43,Linux,2685.69,High-End
Acer,Intel i9,8,HDD,1024.0,Nvidia GTX 1650,15.6,1920x1080,10.5,1.21,Linux,1470.64,Mid-End
Apple,Intel i3,64,HDD,1024.0,AMD Radeon RX 6600,16.0,3840x2160,8.2,1.38,macOS,4472.97,Luxury
Dell,AMD Ryzen 3,4,HDD,1024.0,Nvidia RTX 3060,15.6,3840x2160,7.8,2.65,macOS,1279.04,Mid-End
